Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;;;;
2024;5012TC;1; 352.840 ;;;;
2024;50170;1; 138.800 ;;;;
2024;50171;1; 56.700 ;;;;
2024;50181;1; 13.000 ;;;;
2024;50189;1; 150.700 ;;;;
2024;5018TD;1; 225.000 ;;;;
2024;50226;1; 237.400 ;;;;
2024;5022AL;1; 207.100 ;;;;
2024;5022MD;1; 16.900 ;;;;
2024;50259;1; 967.900 ;;;;
2024;5032PC;1; 1.132.800 ;;;;
2024;5032PJ;1; 274.600 ;;;;
2024;5032WR;1; 55.000 ;;;;
2024;50354;1; 65.600 ;;;;
2024;5036NA;1; 656.900 ;;;;
2024;50374;1; 88.200 ;;;;
2024;5045LN;1; 132.500 ;;;;
2024;5048CL;1; 49.540 ;;;;
2024;5048TD;1; 7.567 ;;;;
2024;5051DD;1; 37.060 ;;;;
2024;5051HS;1; 123.000 ;;;;
2024;5051PH;2; 340.500 ;;;;
2024;5059AM;1; 200.820 ;;;;
2024;5059AN;1; 580.000 ;;;;
2024;5062JK;1; 823.000 ;;;;
2024;5066CB;2; 359.600 ;;;;
2024;5066CJ;2; 250.740 ;;;;
2024;5066CV;1; 190.000 ;;;;
2024;5066PW;1; 282.000 ;;;;
2024;5066XG;1; 119.200 ;;;;
2024;5071RA;2; 865.800 ;;;;
2024;5071RH;1; 53.480 ;;;;
2024;5071RP;1; 17.650 ;;;;
2024;50737;1; 13.900 ;;;;
2024;50765;1; 105.900 ;;;;
2024;50769;1; 251.400 ;;;;
2024;5076PK;1; 339.880 ;;;;
2024;5076PR;1; 364.400 ;;;;
2024;5081HG;1; 279.200 ;;;;
2024;5081NE;1; 724.800 ;;;;
2024;5081NK;2; 547.800 ;;;;
2024;5081XR;1; 424.400 ;;;;
2024;5084HB;1; 561.500 ;;;;
2024;5084HT;1; 106.400 ;;;;
2024;50859;1; 96.100 ;;;;
2024;5085ED;1; 322.300 ;;;;
2024;5085ND;1; 98.160 ;;;;
2024;5089NS;1; 459.200 ;;;;
2024;5089NW;2; 484.100 ;;;;
2024;5089PH;1; 17.300 ;;;;
2024;5091JS;1; 1.174.200 ;;;;
2024;5091SJ;1; 296.400 ;;;;
2024;5091TG;1; 231.100 ;;;;
2024;5091TJ;1; 431.800 ;;;;
2024;5094BD;1; 233.180 ;;;;
2024;5095AB;1; 102.800 ;;;;
2024;5095AC;2; 281.280 ;;;;
2024;5095BD;2; 346.800 ;;;;
2024;50996;1; 18.000 ;;;;
2024;50997;1; 128.700 ;;;;
2024;50999;1; 182.800 ;;;;
2024;5101PA;1; 215.900 ;;;;
2024;5103BP;1; 30.000 ;;;;
2024;5105AB;1; 15.460 ;;;;
2024;51061;1; 115.600 ;;;;
2024;51069;1; 34.000 ;;;;
2024;5106AA;1; 47.000 ;;;;
2024;5109RA;1; 117.350 ;;;;
2024;5109TK;1; 152.000 ;;;;
2024;5111EP;1; 145.000 ;;;;
2024;5111XG;1; 171.100 ;;;;
2024;5113TA;1; 476.100 ;;;;
2024;5121RE;1; 469.000 ;;;;
2024;5124NC;1; 220.000 ;;;;
2024;5124NJ;1; 257.600 ;;;;
2024;5124RJ;1; 199.200 ;;;;
2024;5125ND;1; 334.100 ;;;;
2024;5125NH;1; 431.000 ;;;;
2024;5125NJ;1; 258.100 ;;;;
2024;5125PA;1; 40.900 ;;;;
2024;5126AZ;1; 149.700 ;;;;
2024;5126BW;1; 142.520 ;;;;
2024;5126NR;1; 167.000 ;;;;
2024;5126PH;1; 181.200 ;;;;
2024;5126PL;1; 172.500 ;;;;
2024;5126PS;1; 19.940 ;;;;
2024;5126WX;1; 273.700 ;;;;
2024;5131BW;1; 35.500 ;;;;
2024;5131NA;1; 104.200 ;;;;
2024;5131NK;1; 434.300 ;;;;
2024;5133AA;1; 270.000 ;;;;
2024;5133AB;1; 863.300 ;;;;
2024;5133NA;1; 380.100 ;;;;
2024;51371;1; 249.100 ;;;;
2024;51373;1; 271.400 ;;;;
2024;51375;1; 122.400 ;;;;
2024;51377;1; 240.500 ;;;;
2024;51429;1; 403.800 ;;;;
2024;51467;1; 46.000 ;;;;
2024;51469;1; 241.400 ;;;;
2024;51491;1; 1.602.100 ;;;;
2024;5151RG;1; 97.900 ;;;;
2024;5151RH;1; 955.000 ;;;;
2024;5158NA;1; 101.400 ;;;;
2024;5161AN;1; 107.800 ;;;;
2024;5161GL;1; 674.000 ;;;;
2024;5161PM;1; 274.700 ;;;;
2024;5165RA;1; 100.000 ;;;;
2024;5165RE;1; 169.700 ;;;;
2024;5171GK;1; 59.000 ;;;;
2024;5171NC;2; 191.820 ;;;;
2024;5171PJ;1; 165.000 ;;;;
2024;5171RB;2; 592.000 ;;;;
2024;5171RC;2; 816.580 ;;;;
2024;5171RL;1; 69.080 ;;;;
2024;5171TJ;1; 121.500 ;;;;
2024;5175NV;1; 51.500 ;;;;
2024;5175NW;1; 149.600 ;;;;
2024;5175NX;1; 493.700 ;;;;
2024;5175PB;1; 567.000 ;;;;
2024;5176NM;1; 169.900 ;;;;
2024;5211NJ;1; 29.300 ;;;;
2024;52355;1; 10.000 ;;;;
2024;52379;1; 8.600 ;;;;
2024;5237NB;1; 21.700 ;;;;
2024;52428;1; 25.600 ;;;;
2024;5243RK;1; 198.200 ;;;;
2024;52445;1; 30.700 ;;;;
2024;5247NP;1; 732.400 ;;;;
2024;5248NL;1; 705.600 ;;;;
2024;52499;1; 656.600 ;;;;
2024;52511;1; 2.020.300 ;;;;
2024;5251KL;1; 223.900 ;;;;
2024;52525;1; 122.100 ;;;;
2024;52538;1; 140.200 ;;;;
2024;5253AL;1; 119.000 ;;;;
2024;5253AR;1; 29.200 ;;;;
2024;5254JN;1; 39.000 ;;;;
2024;5254JS;1; 567.200 ;;;;
2024;5255PA;1; 85.000 ;;;;
2024;5257NH;1; 773.100 ;;;;
2024;5258TM;1; 243.600 ;;;;
2024;5258TN;1; 589.200 ;;;;
2024;5258TW;1; 55.000 ;;;;
2024;5262GJ;1; 778.600 ;;;;
2024;5263LT;1; 596.000 ;;;;
2024;5263NM;1; 131.700 ;;;;
2024;5266AD;1; 270.400 ;;;;
2024;5266AJ;1; 355.200 ;;;;
2024;5266AL;1; 387.400 ;;;;
2024;5266AS;1; 225.000 ;;;;
2024;5268CG;1; 268.500 ;;;;
2024;5268JW;1; 116.700 ;;;;
2024;5268KW;1; 7.000 ;;;;
2024;5268LE;1; 856.890 ;;;;
2024;5268LG;1; 408.040 ;;;;
2024;5268LK;1; 489.000 ;;;;
2024;5271VC;1; 880.300 ;;;;
2024;5271VE;1; 222.600 ;;;;
2024;5271VN;1; 18.000 ;;;;
2024;5275HC;1; 211.100 ;;;;
2024;5275HV;1; 40.000 ;;;;
2024;5275JB;1; 328.080 ;;;;
2024;5281PD;1; 53.380 ;;;;
2024;5281SC;1; 25.400 ;;;;
2024;5281TJ;1; 312.300 ;;;;
2024;5282HP;1; 306.900 ;;;;
2024;5282JE;1; 251.100 ;;;;
2024;5291AL;1; 25.980 ;;;;
2024;5291NE;1; 60.000 ;;;;
2024;5292NH;1; 234.300 ;;;;
2024;5294NG;1; 256.800 ;;;;
2024;5296KH;1; 111.200 ;;;;
2024;5298LP;1; 254.300 ;;;;
2024;5298NE;1; 435.500 ;;;;
2024;5305TE;1; 254.200 ;;;;
2024;5306HB;2; 2.755.210 ;;;;
2024;5307HR;1; 18.480 ;;;;
2024;5311AB;1; 127.000 ;;;;
2024;5311PC;1; 347.000 ;;;;
2024;5313AP;1; 96.500 ;;;;
2024;5314AS;1; 303.100 ;;;;
2024;5314LE;1; 176.000 ;;;;
2024;5314LL;1; 228.000 ;;;;
2024;5314LN;1; 16.478.431 ;;;;
2024;5315AB;1; 60.000 ;;;;
2024;5321JE;1; 865.800 ;;;;
2024;53229;1; 156.900 ;;;;
2024;5324AZ;1; 823.000 ;;;;
2024;5325KB;1; 96.000 ;;;;
2024;5328JD;1; 444.000 ;;;;
2024;53343;1; 122.600 ;;;;
2024;5334LL;1; 526.000 ;;;;
2024;5334NT;1; 155.000 ;;;;
2024;5335LB;2; 984.100 ;;;;
2024;5342NJ;1; 327.500 ;;;;
2024;5345HC;1; 12.000 ;;;;
2024;5345HR;1; 145.900 ;;;;
2024;5346JK;1; 72.800 ;;;;
2024;5346JN;1; 1.024.200 ;;;;
2024;5346PH;1; 230.600 ;;;;
2024;5351PP;1; 367.800 ;;;;
2024;5356PB;1; 243.400 ;;;;
2024;5357NA;1; 330.900 ;;;;
2024;5363TM;1; 2.175.800 ;;;;
2024;5364NB;1; 176.200 ;;;;
2024;5373KJ;1; 96.000 ;;;;
2024;5373KK;1; 47.440 ;;;;
2024;5373LE;1; 120.000 ;;;;
2024;5373LK;1; 438.800 ;;;;
2024;5374NK;1; 234.000 ;;;;
2024;5375AH;1; 52.000 ;;;;
2024;5375KC;1; 32.000 ;;;;
2024;5382JT;1; 222.900 ;;;;
2024;5384PN;1; 492.400 ;;;;
2024;5384RB;2; 821.000 ;;;;
2024;5384ST;1; 41.000 ;;;;
2024;5386KC;1; 287.000 ;;;;
2024;5386KR;1; 185.500 ;;;;
2024;53881;1; 389.200 ;;;;
2024;5388RD;1; 135.700 ;;;;
2024;5388XB;1; 430.400 ;;;;
2024;53909;1; 8.700 ;;;;
2024;53913;1; 25.200 ;;;;
2024;53919;1; 12.200 ;;;;
2024;5391KC;1; 586.700 ;;;;
2024;5394AC;1; 271.800 ;;;;
2024;5394LP;1; 314.600 ;;;;
2024;5396NL;1; 115.000 ;;;;
2024;5396PB;1; 451.900 ;;;;
2024;5397LA;2; 419.700 ;;;;
2024;5398CB;1; 90.000 ;;;;
2024;5398CG;1; 372.300 ;;;;
2024;5398HR;1; 455.000 ;;;;
2024;5398JD;1; 219.400 ;;;;
2024;5401GN;1; 208.300 ;;;;
2024;5402EK;1; 12.100 ;;;;
2024;5406NA;1; 75.000 ;;;;
2024;5406TD;1; 447.500 ;;;;
2024;5406TH;1; 426.300 ;;;;
2024;5406TS;1; 438.600 ;;;;
2024;5406XH;1; 278.100 ;;;;
2024;5406XJ;2; 372.000 ;;;;
2024;5408PA;1; 406.100 ;;;;
2024;5408SM;1; 314.400 ;;;;
2024;5409AE;1; 146.500 ;;;;
2024;5409SK;1; 37.820 ;;;;
2024;5409SX;1; 146.480 ;;;;
2024;5409TC;1; 47.000 ;;;;
2024;5411EL;1; 22.000 ;;;;
2024;5411RE;1; 198.940 ;;;;
2024;5411RM;1; 278.300 ;;;;
2024;5411RN;1; 674.900 ;;;;
2024;5411VD;1; 23.400 ;;;;
2024;5421ZJ;1; 24.700 ;;;;
2024;5423VV;1; 316.900 ;;;;
2024;5424SH;1; 679.100 ;;;;
2024;5425RD;2; 1.018.800 ;;;;
2024;5425RL;1; 443.700 ;;;;
2024;5425VC;1; 657.900 ;;;;
2024;5427EG;1; 205.800 ;;;;
2024;5427HD;1; 458.700 ;;;;
2024;5427LP;1; 44.300 ;;;;
2024;5427RC;1; 413.500 ;;;;
2024;5427RL;1; 147.100 ;;;;
2024;5428NR;2; 533.490 ;;;;
2024;5435XA;1; 257.900 ;;;;
2024;5437AA;1; 94.200 ;;;;
2024;5437PG;1; 153.000 ;;;;
2024;5438NA;1; 89.100 ;;;;
2024;5438NE;1; 10.000 ;;;;
2024;5439NH;1; 12.000 ;;;;
2024;5441PJ;1; 87.350 ;;;;
2024;5441XA;1; 65.700 ;;;;
2024;5441XG;1; 28.000 ;;;;
2024;5443NJ;1; 24.400 ;;;;
2024;5443NL;1; 60.540 ;;;;
2024;5445PA;1; 145.700 ;;;;
2024;5447PC;1; 188.200 ;;;;
2024;5447PK;1; 641.200 ;;;;
2024;5449AD;1; 199.950 ;;;;
2024;5453RJ;1; 192.100 ;;;;
2024;5453RL;1; 35.000 ;;;;
2024;5453RS;1; 239.300 ;;;;
2024;5454NL;1; 145.890 ;;;;
2024;5455RB;1; 26.140 ;;;;
2024;5463PB;2; 644.600 ;;;;
2024;5464TH;1; 327.000 ;;;;
2024;5464VC;1; 603.000 ;;;;
2024;5465PM;1; 259.100 ;;;;
2024;5465RB;1; 110.000 ;;;;
2024;5466PN;1; 49.180 ;;;;
2024;5466PS;1; 154.100 ;;;;
2024;5469PL;1; 36.900 ;;;;
2024;5469PR;1; 63.000 ;;;;
2024;5469SC;1; 364.000 ;;;;
2024;5472PS;1; 80.960 ;;;;
2024;5472PT;1; 214.900 ;;;;
2024;5473KG;2; 1.009.620 ;;;;
2024;5473RG;1; 190.500 ;;;;
2024;5473VG;2; 654.900 ;;;;
2024;5473XL;1; 585.000 ;;;;
2024;5476VB;1; 350.600 ;;;;
2024;5476VJ;1; 39.400 ;;;;
2024;5476VM;1; 393.600 ;;;;
2024;5476VX;1; 163.160 ;;;;
2024;5481VE;1; 343.000 ;;;;
2024;5481XN;1; 949.100 ;;;;
2024;5482VX;1; 479.000 ;;;;
2024;5482VZ;1; 13.000 ;;;;
2024;5482WX;1; 215.500 ;;;;
2024;5482ZR;1; 722.400 ;;;;
2024;5482ZT;1; 258.500 ;;;;
2024;5482ZX;1; 237.800 ;;;;
2024;5482ZZ;1; 240.900 ;;;;
2024;5491PG;2; 448.700 ;;;;
2024;5491PH;1; 47.700 ;;;;
2024;5491PJ;1; 158.900 ;;;;
2024;5491RB;1; 31.310 ;;;;
2024;5491RG;1; 155.200 ;;;;
2024;5491RJ;1; 229.000 ;;;;
2024;5491RM;1; 99.000 ;;;;
2024;5491RV;1; 188.800 ;;;;
2024;5491TD;1; 85.880 ;;;;
2024;5491TE;1; 421.500 ;;;;
2024;5491TL;1; 294.300 ;;;;
2024;5491VD;1; 502.640 ;;;;
2024;5491VG;1; 182.300 ;;;;
2024;5491XX;1; 40.800 ;;;;
2024;5492NC;1; 8.500 ;;;;
2024;5492VT;2; 710.500 ;;;;
2024;5504NJ;1; 176.200 ;;;;
2024;5504PT;1; 36.460 ;;;;
2024;5504PZ;1; 405.000 ;;;;
2024;5504RL;1; 903.600 ;;;;
2024;5507PW;1; 154.100 ;;;;
2024;5511KS;1; 351.460 ;;;;
2024;5513NR;1; 276.100 ;;;;
2024;5521ND;1; 684.100 ;;;;
2024;5521NP;1; 955.100 ;;;;
2024;5521PM;1; 32.200 ;;;;
2024;5524KE;1; 1.194.200 ;;;;
2024;5525AS;1; 20.700 ;;;;
2024;5525KE;1; 73.500 ;;;;
2024;5527JT;1; 516.400 ;;;;
2024;5528NB;2; 919.900 ;;;;
2024;5528NC;1; 843.100 ;;;;
2024;5528NN;2; 824.200 ;;;;
2024;5528NT;1; 454.000 ;;;;
2024;5531NM;1; 994.300 ;;;;
2024;5531PJ;1; 247.960 ;;;;
2024;5541NC;2; 103.900 ;;;;
2024;5556VA;1; 164.300 ;;;;
2024;5556VB;1; 30.160 ;;;;
2024;5556VC;1; 8.570 ;;;;
2024;5556VG;1; 7.760 ;;;;
2024;5556VJ;1; 524.200 ;;;;
2024;5561AR;1; 127.500 ;;;;
2024;5561TA;1; 95.300 ;;;;
2024;5571TH;1; 308.400 ;;;;
2024;5571TM;1; 273.800 ;;;;
2024;5571TR;1; 119.000 ;;;;
2024;5575CB;1; 15.000 ;;;;
2024;5575XB;1; 635.100 ;;;;
2024;5581VX;1; 759.500 ;;;;
2024;5583TB;1; 87.100 ;;;;
2024;5591BN;1; 878.400 ;;;;
2024;5591TA;3; 507.000 ;;;;
2024;5591TK;1; 130.100 ;;;;
2024;5591TZ;1; 1.183.200 ;;;;
2024;5591VD;1; 446.400 ;;;;
2024;5595GD;1; 1.377.840 ;;;;
2024;5595GK;1; 426.700 ;;;;
2024;5595XB;1; 1.253.400 ;;;;
2024;5613BH;1; 109.000 ;;;;
2024;5613ES;1; 955.900 ;;;;
2024;5615AT;1; 87.300 ;;;;
2024;5625GK;1; 254.300 ;;;;
2024;56332;1; 26.700 ;;;;
2024;5644BR;1; 581.000 ;;;;
2024;5644RT;1; 1.030.700 ;;;;
2024;5647LB;1; 128.500 ;;;;
2024;5664EN;1; 141.000 ;;;;
2024;5673NA;2; 741.400 ;;;;
2024;5673TZ;1; 32.000 ;;;;
2024;5674BA;1; 321.200 ;;;;
2024;5674ND;1; 92.100 ;;;;
2024;5674NJ;1; 26.720 ;;;;
2024;5674NM;1; 35.600 ;;;;
2024;5674NX;1; 136.600 ;;;;
2024;5674PG;1; 294.000 ;;;;
2024;5674RN;1; 553.200 ;;;;
2024;5674SL;1; 161.500 ;;;;
2024;5684NT;1; 69.100 ;;;;
2024;5684NX;1; 475.200 ;;;;
2024;5688GV;1; 179.200 ;;;;
2024;5688HJ;1; 190.500 ;;;;
2024;5688JM;1; 95.900 ;;;;
2024;5688LK;1; 75.800 ;;;;
2024;5688NC;1; 418.600 ;;;;
2024;5691PD;2; 1.312.300 ;;;;
2024;5694NP;1; 369.600 ;;;;
2024;5705BP;1; 332.600 ;;;;
2024;5707LH;1; 96.900 ;;;;
2024;5708BC;1; 188.600 ;;;;
2024;5708CW;1; 381.200 ;;;;
2024;5708JH;1; 629.800 ;;;;
2024;5709AG;1; 348.300 ;;;;
2024;5711PV;1; 258.600 ;;;;
2024;5711RG;1; 78.100 ;;;;
2024;5712GX;1; 777.500 ;;;;
2024;5712JX;1; 320.200 ;;;;
2024;5712PD;1; 103.000 ;;;;
2024;5712PM;1; 37.000 ;;;;
2024;5712RC;1; 372.200 ;;;;
2024;5712SE;1; 303.400 ;;;;
2024;5715RG;1; 205.500 ;;;;
2024;5721AS;1; 107.000 ;;;;
2024;5721PB;1; 480.300 ;;;;
2024;5721PD;1; 1.121.400 ;;;;
2024;5721SR;1; 198.500 ;;;;
2024;5721WH;1; 305.400 ;;;;
2024;5721WK;1; 600.100 ;;;;
2024;5721WL;1; 521.400 ;;;;
2024;5724AK;1; 393.600 ;;;;
2024;5724PG;1; 243.400 ;;;;
2024;5725AS;1; 353.000 ;;;;
2024;5725RG;3; 1.049.440 ;;;;
2024;5725RH;1; 405.000 ;;;;
2024;5725RK;1; 145.100 ;;;;
2024;5725RL;1; 257.700 ;;;;
2024;5731HD;1; 62.000 ;;;;
2024;5731PD;1; 311.400 ;;;;
2024;5731PG;2; 411.800 ;;;;
2024;5731PT;2; 920.800 ;;;;
2024;5735PA;1; 624.120 ;;;;
2024;5735RD;1; 28.440 ;;;;
2024;5737PA;1; 87.800 ;;;;
2024;5737RB;1; 34.500 ;;;;
2024;5738PD;1; 264.100 ;;;;
2024;5738RG;1; 64.700 ;;;;
2024;5741SL;1; 568.000 ;;;;
2024;5741TD;1; 293.100 ;;;;
2024;5752PC;2; 161.600 ;;;;
2024;5752PD;1; 474.300 ;;;;
2024;5752PX;1; 436.300 ;;;;
2024;5752RZ;1; 208.900 ;;;;
2024;5752SC;1; 722.700 ;;;;
2024;5753SV;1; 251.120 ;;;;
2024;5756PB;1; 518.900 ;;;;
2024;5757PB;1; 545.500 ;;;;
2024;5757RA;1; 174.000 ;;;;
2024;5757RC;1; 43.600 ;;;;
2024;5757RM;1; 69.000 ;;;;
2024;5757RN;1; 328.300 ;;;;
2024;5757RP;1; 108.900 ;;;;
2024;5761PG;1; 333.400 ;;;;
2024;5761PL;1; 93.600 ;;;;
2024;5761PS;1; 247.600 ;;;;
2024;5761RG;1; 72.000 ;;;;
2024;5761RH;1; 30.100 ;;;;
2024;5761RP;1; 104.200 ;;;;
2024;5763BR;1; 265.500 ;;;;
2024;5763BT;1; 94.500 ;;;;
2024;5764RL;1; 68.100 ;;;;
2024;5768PK;1; 569.500 ;;;;
2024;5768PP;2; 388.300 ;;;;
2024;5768RP;1; 102.800 ;;;;
2024;5768RT;1; 230.100 ;;;;
2024;5801PJ;1; 209.500 ;;;;
2024;5804AT;1; 142.000 ;;;;
2024;5804AV;1; 131.120 ;;;;
2024;5808AM;1; 339.600 ;;;;
2024;5809EK;1; 230.500 ;;;;
2024;5811AW;1; 377.082 ;;;;
2024;5812AG;1; 68.500 ;;;;
2024;5812AN;1; 45.800 ;;;;
2024;58135;1; 280.100 ;;;;
2024;5813AA;1; 168.600 ;;;;
2024;5813AB;1; 573.800 ;;;;
2024;5813AE;1; 126.600 ;;;;
2024;5813BD;1; 337.000 ;;;;
2024;5813BE;1; 505.900 ;;;;
2024;5813BH;1; 148.600 ;;;;
2024;5814AL;1; 61.600 ;;;;
2024;5815CA;2; 725.300 ;;;;
2024;5821AR;1; 236.300 ;;;;
2024;5821EE;1; 388.300 ;;;;
2024;58239;1; 93.900 ;;;;
2024;5823AM;1; 30.000 ;;;;
2024;58285;1; 2.281.600 ;;;;
2024;58300;1; 853.700 ;;;;
2024;58313;1; 813.000 ;;;;
2024;5831JM;1; 219.000 ;;;;
2024;5835BB;1; 47.500 ;;;;
2024;5836CD;1; 243.000 ;;;;
2024;5841CC;1; 76.750 ;;;;
2024;5841CD;1; 50.500 ;;;;
2024;5841CT;1; 57.380 ;;;;
2024;5841CZ;1; 30.000 ;;;;
2024;5844AA;2; 229.900 ;;;;
2024;5844AR;1; 349.200 ;;;;
2024;58454;1; 1.732.300 ;;;;
2024;5845EJ;2; 1.027.700 ;;;;
2024;5845ET;1; 12.500 ;;;;
2024;5853EM;1; 130.200 ;;;;
2024;5854RA;1; 408.800 ;;;;
2024;5855AV;1; 1.306.200 ;;;;
2024;5855EK;1; 329.200 ;;;;
2024;5856AX;1; 355.100 ;;;;
2024;5861AK;1; 40.000 ;;;;
2024;5861BC;1; 546.000 ;;;;
2024;5861CT;1; 372.100 ;;;;
2024;5863BE;1; 126.400 ;;;;
2024;58640;1; 896.600 ;;;;
2024;5865BA;1; 458.130 ;;;;
2024;5866AP;1; 409.600 ;;;;
2024;5866BR;2; 1.191.070 ;;;;
2024;5866CG;1; 78.000 ;;;;
2024;5871CR;1; 204.000 ;;;;
2024;5872CD;1; 131.100 ;;;;
2024;59174;1; 463.200 ;;;;
2024;59192;1; 75.800 ;;;;
2024;59199;1; 86.600 ;;;;
2024;59227;1; 41.800 ;;;;
2024;5925NE;1; 85.900 ;;;;
2024;59269;1; 137.200 ;;;;
2024;5926PB;1; 147.000 ;;;;
2024;5927NP;1; 669.800 ;;;;
2024;5927NX;1; 129.000 ;;;;
2024;5927PA;1; 43.550 ;;;;
2024;5928RL;1; 267.200 ;;;;
2024;59320;1; 189.400 ;;;;
2024;59348;1; 273.100 ;;;;
2024;59368;1; 870.500 ;;;;
2024;59399;1; 285.900 ;;;;
2024;5941MX;1; 179.600 ;;;;
2024;59427;1; 2.859.900 ;;;;
2024;59439;1; 277.600 ;;;;
2024;5944EL;1; 360.900 ;;;;
2024;59494;1; 10.400 ;;;;
2024;59514;1; 29.200 ;;;;
2024;5951NH;1; 201.000 ;;;;
2024;5951NJ;1; 1.105.600 ;;;;
2024;5951NK;1; 345.000 ;;;;
2024;5954PJ;1; 67.360 ;;;;
2024;5961NE;1; 204.400 ;;;;
2024;5961PM;1; 149.600 ;;;;
2024;5962NV;1; 348.900 ;;;;
2024;5964AJ;1; 328.500 ;;;;
2024;5964ND;1; 542.700 ;;;;
2024;5964NR;1; 324.300 ;;;;
2024;5964PE;1; 474.720 ;;;;
2024;5966RL;1; 14.000 ;;;;
2024;5966RS;1; 302.500 ;;;;
2024;5971BV;1; 140.300 ;;;;
2024;5975NT;1; 602.900 ;;;;
2024;5975NV;1; 86.300 ;;;;
2024;5975NW;1; 121.500 ;;;;
2024;5975PB;1; 167.500 ;;;;
2024;5975PC;1; 293.000 ;;;;
2024;5975PN;1; 426.100 ;;;;
2024;5975PP;2; 498.800 ;;;;
2024;5975PS;1; 309.600 ;;;;
2024;5976NL;1; 201.300 ;;;;
2024;5976PL;2; 382.070 ;;;;
2024;5977NE;1; 126.000 ;;;;
2024;5977NJ;1; 267.800 ;;;;
2024;5977NM;1; 177.500 ;;;;
2024;5981NS;1; 243.700 ;;;;
2024;5981PD;1; 141.300 ;;;;
2024;5981PK;1; 155.000 ;;;;
2024;5984NV;1; 606.700 ;;;;
2024;5985NC;1; 646.200 ;;;;
2024;5985NH;1; 188.700 ;;;;
2024;5987NC;2; 599.900 ;;;;
2024;5987ND;1; 415.000 ;;;;
2024;5987NJ;1; 409.700 ;;;;
2024;5988NT;1; 272.500 ;;;;
2024;5991ND;1; 367.600 ;;;;
2024;5991NE;1; 596.860 ;;;;
2024;5993NK;1; 327.900 ;;;;
2024;5993PB;1; 155.150 ;;;;
2024;5993PS;1; 118.200 ;;;;
2024;5993PX;1; 420.500 ;;;;
2024;5995BM;1; 111.800 ;;;;
2024;5995NS;1; 384.200 ;;;;
2024;5995NT;1; 1.303.700 ;;;;
2024;5995PP;1; 31.900 ;;;;
2024;5995PT;2; 351.900 ;;;;
2024;5995PX;3; 471.500 ;;;;
2024;5995RN;1; 36.300 ;;;;
2024;6002NB;1; 409.300 ;;;;
2024;6002SG;1; 26.100 ;;;;
2024;6002ST;1; 177.200 ;;;;
2024;6002TB;2; 856.000 ;;;;
2024;6003NT;2; 649.200 ;;;;
2024;6003PR;1; 525.900 ;;;;
2024;6003PW;2; 565.200 ;;;;
2024;6004RC;1; 785.300 ;;;;
2024;6005NE;1; 127.000 ;;;;
2024;6005NG;1; 213.100 ;;;;
2024;6006AD;1; 117.600 ;;;;
2024;6006NS;1; 370.300 ;;;;
2024;6006PS;1; 365.800 ;;;;
2024;6006PW;1; 161.800 ;;;;
2024;6006ST;1; 351.300 ;;;;
2024;6006TA;1; 915.600 ;;;;
2024;6006VE;1; 793.100 ;;;;
2024;6011SK;1; 32.900 ;;;;
2024;6013RD;1; 284.800 ;;;;
2024;6013RX;1; 249.500 ;;;;
2024;6015AX;1; 173.800 ;;;;
2024;6017BX;1; 328.200 ;;;;
2024;6021CX;1; 6.000 ;;;;
2024;6021GN;1; 201.000 ;;;;
2024;6021PA;1; 255.200 ;;;;
2024;6021SB;1; 37.500 ;;;;
2024;6023AJ;1; 245.900 ;;;;
2024;6026RG;1; 2.292.940 ;;;;
2024;6027RH;1; 798.900 ;;;;
2024;6028RD;1; 135.600 ;;;;
2024;6029PG;1; 384.000 ;;;;
2024;6029PS;1; 243.500 ;;;;
2024;6031AD;1; 40.440 ;;;;
2024;6031PX;2; 1.267.400 ;;;;
2024;6035AB;2; 570.300 ;;;;
2024;6035BS;1; 115.500 ;;;;
2024;6035PT;1; 339.000 ;;;;
2024;6035PV;1; 24.120 ;;;;
2024;6035RZ;1; 273.800 ;;;;
2024;6035SJ;1; 111.900 ;;;;
2024;6037NM;1; 148.800 ;;;;
2024;6037NV;2; 274.200 ;;;;
2024;6037RH;1; 231.800 ;;;;
2024;6039RK;1; 309.500 ;;;;
2024;6042KS;1; 249.200 ;;;;
2024;6042LA;1; 111.400 ;;;;
2024;6042LR;1; 716.400 ;;;;
2024;6061AK;1; 181.100 ;;;;
2024;6067AB;1; 16.340 ;;;;
2024;6071PD;1; 120.600 ;;;;
2024;6071PR;1; 105.000 ;;;;
2024;6074AC;1; 512.700 ;;;;
2024;6074EN;1; 120.300 ;;;;
2024;6074ES;1; 9.000 ;;;;
2024;6075NE;1; 238.000 ;;;;
2024;6086AR;1; 233.300 ;;;;
2024;6088AD;1; 175.500 ;;;;
2024;6088EE;1; 91.000 ;;;;
2024;6088NN;1; 239.700 ;;;;
2024;6088NT;1; 848.800 ;;;;
2024;6088PD;1; 25.760 ;;;;
2024;6093PB;1; 231.900 ;;;;
2024;6093PC;1; 10.000 ;;;;
2024;6093PR;1; 478.100 ;;;;
2024;6095ND;1; 535.600 ;;;;
2024;6095NE;1; 405.000 ;;;;
2024;6096AR;1; 596.700 ;;;;
2024;6097AE;1; 171.400 ;;;;
2024;6097AV;1; 74.980 ;;;;
2024;6097NK;1; 341.400 ;;;;
2024;6101EJ;1; 113.000 ;;;;
2024;6101RA;1; 146.900 ;;;;
